S.No.,Question,Difficulty,Answers
8359,What is 78 - 72?,Hard,6
8360,What is 59 + 89?,Hard,148
8361,What is 32 squared?,Easy,1024
8362,What is 69 squared?,Hard,4761
8363,What is 84 - 35?,Hard,49
8364,What is 72 * 29?,Easy,2088
8365,What is 71 + 40?,Medium,111
8366,What is the square root of 70?,Hard,Not a perfect square
8367,What is 79 + 88?,Easy,167
8368,What is 3 * 33?,Hard,99
8369,What is 51 - 71?,Easy,-20
8370,What is 52 + 95?,Easy,147
8371,What is 14 squared?,Medium,196
8372,What is 81 * 23?,Medium,1863
8373,What is 36 - 36?,Hard,0
8374,What is the square root of 72?,Easy,Not a perfect square
8375,What is 88 squared?,Medium,7744
8376,What is 61 * 74?,Easy,4514
8377,What is 9 - 41?,Hard,-32
8378,What is 25 + 33?,Hard,58
8379,What is the square root of 71?,Easy,Not a perfect square
8380,What is the square root of 8?,Hard,Not a perfect square
8381,What is the square root of 48?,Easy,Not a perfect square
8382,What is 68 - 84?,Easy,-16
8383,What is 63 + 70?,Hard,133
8384,What is 47 - 93?,Easy,-46
8385,What is 3 - 53?,Easy,-50
8386,What is 41 squared?,Medium,1681
8387,What is the square root of 26?,Medium,Not a perfect square
8388,What is 52 + 80?,Medium,132
8389,What is 91 * 83?,Hard,7553
8390,What is 47 - 94?,Medium,-47
8391,What is the square root of 84?,Easy,Not a perfect square
8392,What is 34 - 78?,Hard,-44
8393,What is 16 squared?,Medium,256
8394,What is 44 - 76?,Hard,-32
8395,What is 65 - 41?,Medium,24
8396,What is the square root of 72?,Medium,Not a perfect square
8397,What is 60 * 76?,Easy,4560
8398,What is the square root of 79?,Easy,Not a perfect square
8399,What is 36 * 86?,Easy,3096
8400,What is 2 + 36?,Hard,38
8401,What is 89 - 95?,Easy,-6
8402,What is the square root of 61?,Hard,Not a perfect square
8403,What is the square root of 83?,Hard,Not a perfect square
8404,What is 81 + 63?,Hard,144
8405,What is 90 - 37?,Hard,53
8406,What is 34 squared?,Medium,1156
8407,What is 15 * 33?,Easy,495
8408,What is 47 * 56?,Hard,2632
8409,What is 20 - 85?,Easy,-65
8410,What is 91 * 20?,Hard,1820
8411,What is 100 - 84?,Medium,16
8412,What is the square root of 94?,Medium,Not a perfect square
8413,What is 10 + 79?,Medium,89
8414,What is 74 + 82?,Medium,156
8415,What is 31 * 13?,Medium,403
8416,What is 50 * 96?,Easy,4800
8417,What is 32 - 65?,Easy,-33
8418,What is 36 squared?,Hard,1296
8419,What is 97 - 85?,Medium,12
8420,What is 42 + 5?,Hard,47
8421,What is 92 - 71?,Hard,21
8422,What is 1 + 73?,Medium,74
8423,What is 23 + 100?,Easy,123
8424,What is 88 * 41?,Easy,3608
8425,What is 93 - 85?,Hard,8
8426,What is 67 + 23?,Medium,90
8427,What is the square root of 82?,Medium,Not a perfect square
8428,What is 61 + 69?,Medium,130
8429,What is 7 * 12?,Medium,84
8430,What is 15 + 36?,Easy,51
8431,What is the square root of 20?,Medium,Not a perfect square
8432,What is the square root of 17?,Medium,Not a perfect square
8433,What is 25 + 13?,Hard,38
8434,What is 31 - 28?,Easy,3
8435,What is 68 squared?,Medium,4624
8436,What is 86 * 54?,Medium,4644
8437,What is 21 * 75?,Hard,1575
8438,What is 36 * 3?,Easy,108
8439,What is 89 squared?,Easy,7921
8440,What is the square root of 4?,Medium,2
8441,What is 29 - 52?,Hard,-23
8442,What is the square root of 49?,Hard,7
8443,What is 27 squared?,Hard,729
8444,What is 36 * 46?,Easy,1656
8445,What is 49 - 33?,Hard,16
8446,What is 80 + 17?,Easy,97
8447,What is 34 + 95?,Medium,129
8448,What is 13 * 74?,Medium,962
8449,What is 9 - 73?,Hard,-64
8450,What is the square root of 34?,Easy,Not a perfect square
8451,What is 28 * 19?,Hard,532
8452,What is the square root of 72?,Hard,Not a perfect square
8453,What is 54 squared?,Easy,2916
8454,What is the square root of 5?,Medium,Not a perfect square
8455,What is 51 squared?,Hard,2601
8456,What is 86 * 61?,Easy,5246
8457,What is 27 squared?,Easy,729
8458,What is 19 squared?,Hard,361
8459,What is the square root of 88?,Easy,Not a perfect square
8460,What is 68 + 31?,Hard,99
8461,What is 72 * 60?,Easy,4320
8462,What is the square root of 82?,Hard,Not a perfect square
8463,What is 70 - 2?,Medium,68
8464,What is 11 * 7?,Hard,77
8465,What is 37 squared?,Easy,1369
8466,What is the square root of 81?,Hard,9
8467,What is 44 squared?,Medium,1936
8468,What is 34 * 82?,Medium,2788
8469,What is 94 - 9?,Easy,85
8470,What is the square root of 79?,Hard,Not a perfect square
8471,What is the square root of 85?,Easy,Not a perfect square
8472,What is 67 + 87?,Hard,154
8473,What is 3 - 89?,Medium,-86
8474,What is 93 - 54?,Hard,39
8475,What is 54 squared?,Medium,2916
8476,What is 26 - 76?,Hard,-50
8477,What is 47 squared?,Easy,2209
8478,What is 87 - 11?,Medium,76
8479,What is 85 squared?,Hard,7225
8480,What is 74 * 73?,Hard,5402
8481,What is 32 + 72?,Easy,104
8482,What is the square root of 69?,Easy,Not a perfect square
8483,What is 33 squared?,Easy,1089
8484,What is 49 - 74?,Medium,-25
8485,What is 41 * 98?,Easy,4018
8486,What is the square root of 70?,Hard,Not a perfect square
8487,What is the square root of 64?,Easy,8
8488,What is 67 - 65?,Medium,2
8489,What is 25 + 64?,Easy,89
8490,What is the square root of 100?,Easy,10
8491,What is 93 squared?,Easy,8649
8492,What is 12 + 22?,Medium,34
8493,What is 73 - 17?,Easy,56
8494,What is 99 + 74?,Hard,173
8495,What is 78 - 65?,Hard,13
8496,What is the square root of 45?,Medium,Not a perfect square
8497,What is 8 - 54?,Medium,-46
8498,What is 21 + 10?,Medium,31
8499,What is 73 squared?,Easy,5329
8500,What is 40 * 47?,Easy,1880
8501,What is 11 - 17?,Hard,-6
8502,What is 28 squared?,Hard,784
8503,What is the square root of 44?,Easy,Not a perfect square
8504,What is 24 * 74?,Medium,1776
8505,What is the square root of 49?,Easy,7
8506,What is 86 - 9?,Easy,77
8507,What is 72 * 39?,Easy,2808
8508,What is 39 - 38?,Medium,1
8509,What is the square root of 75?,Hard,Not a perfect square
8510,What is 37 squared?,Medium,1369
8511,What is 83 + 88?,Easy,171
8512,What is the square root of 59?,Easy,Not a perfect square
8513,What is 46 * 68?,Medium,3128
8514,What is the square root of 27?,Hard,Not a perfect square
8515,What is 74 + 92?,Easy,166
8516,What is the square root of 14?,Easy,Not a perfect square
8517,What is 83 + 68?,Easy,151
8518,What is 87 * 18?,Easy,1566
8519,What is 53 - 55?,Hard,-2
8520,What is 48 * 89?,Hard,4272
8521,What is 96 - 15?,Easy,81
8522,What is 90 - 27?,Hard,63
8523,What is the square root of 50?,Easy,Not a perfect square
8524,What is 87 + 63?,Easy,150
8525,What is 48 + 46?,Medium,94
8526,What is the square root of 65?,Easy,Not a perfect square
8527,What is 2 + 90?,Medium,92
8528,What is the square root of 47?,Easy,Not a perfect square
8529,What is 19 squared?,Medium,361
8530,What is 65 * 13?,Medium,845
8531,What is 100 - 58?,Hard,42
8532,What is 27 * 46?,Easy,1242
8533,What is 23 - 74?,Hard,-51
8534,What is the square root of 16?,Easy,4
8535,What is 70 * 85?,Hard,5950
8536,What is 97 + 91?,Hard,188
8537,What is the square root of 42?,Hard,Not a perfect square
8538,What is the square root of 37?,Hard,Not a perfect square
8539,What is 59 * 71?,Medium,4189
8540,What is 48 squared?,Easy,2304
8541,What is 62 + 49?,Medium,111
8542,What is the square root of 84?,Medium,Not a perfect square
8543,What is 85 squared?,Easy,7225
8544,What is the square root of 9?,Hard,3
8545,What is 13 + 34?,Medium,47
8546,What is 100 * 69?,Hard,6900
8547,What is 84 - 74?,Easy,10
8548,What is 38 squared?,Hard,1444
8549,What is the square root of 12?,Medium,Not a perfect square
8550,What is 88 - 52?,Hard,36
8551,What is 43 - 98?,Easy,-55
8552,What is the square root of 32?,Easy,Not a perfect square
8553,What is the square root of 56?,Easy,Not a perfect square
8554,What is 3 * 29?,Medium,87
8555,What is 45 + 57?,Hard,102
8556,What is 50 - 38?,Easy,12
8557,What is 16 + 69?,Hard,85
8558,What is 34 * 42?,Hard,1428
8559,What is 90 * 53?,Hard,4770
8560,What is 81 * 45?,Hard,3645
8561,What is 62 - 61?,Easy,1
8562,What is 89 + 5?,Hard,94
8563,What is 96 * 49?,Hard,4704
8564,What is the square root of 53?,Medium,Not a perfect square
8565,What is the square root of 71?,Medium,Not a perfect square
8566,What is 41 * 100?,Easy,4100
8567,What is 65 - 51?,Easy,14
8568,What is the square root of 18?,Easy,Not a perfect square
8569,What is the square root of 67?,Easy,Not a perfect square
8570,What is 99 - 59?,Hard,40
8571,What is 83 - 79?,Medium,4
8572,What is the square root of 2?,Medium,Not a perfect square
8573,What is 49 - 2?,Medium,47
8574,What is the square root of 20?,Medium,Not a perfect square
8575,What is 37 * 67?,Easy,2479
8576,What is 79 + 84?,Medium,163
8577,What is 98 * 34?,Easy,3332
8578,What is 35 - 24?,Easy,11
8579,What is 90 squared?,Medium,8100
8580,What is 71 * 37?,Easy,2627
8581,What is 3 + 53?,Medium,56
8582,What is 62 + 3?,Hard,65
8583,What is the square root of 59?,Hard,Not a perfect square
8584,What is 11 + 54?,Medium,65
8585,What is the square root of 2?,Easy,Not a perfect square
8586,What is 66 squared?,Hard,4356
8587,What is 28 squared?,Hard,784
8588,What is 69 - 17?,Medium,52
8589,What is 49 * 96?,Hard,4704
8590,What is 48 - 25?,Medium,23
8591,What is 60 + 5?,Medium,65
8592,What is 22 + 43?,Medium,65
8593,What is the square root of 94?,Medium,Not a perfect square
8594,What is 30 squared?,Hard,900
8595,What is the square root of 24?,Hard,Not a perfect square
8596,What is 68 * 93?,Hard,6324
8597,What is 30 squared?,Hard,900
8598,What is the square root of 60?,Easy,Not a perfect square
8599,What is the square root of 9?,Medium,3
8600,What is 84 - 96?,Hard,-12
8601,What is 70 - 36?,Medium,34
8602,What is 2 + 14?,Hard,16
8603,What is 14 squared?,Medium,196
8604,What is 89 squared?,Hard,7921
8605,What is the square root of 62?,Hard,Not a perfect square
8606,What is 90 squared?,Easy,8100
8607,What is 94 squared?,Hard,8836
8608,What is 36 + 28?,Easy,64
8609,What is 52 + 17?,Hard,69
8610,What is 1 - 9?,Easy,-8
8611,What is 94 + 84?,Easy,178
8612,What is 4 * 81?,Hard,324
8613,What is 21 squared?,Easy,441
8614,What is 9 * 38?,Easy,342
8615,What is 47 * 53?,Easy,2491
8616,What is 42 squared?,Medium,1764
8617,What is 53 * 12?,Hard,636
8618,What is 29 * 4?,Medium,116
8619,What is 62 - 96?,Medium,-34
8620,What is the square root of 2?,Easy,Not a perfect square
8621,What is 89 squared?,Medium,7921
8622,What is 49 squared?,Medium,2401
8623,What is 48 + 87?,Medium,135
8624,What is 91 + 38?,Hard,129
8625,What is 22 - 29?,Easy,-7
8626,What is 24 + 21?,Hard,45
8627,What is 71 + 77?,Easy,148
8628,What is 35 squared?,Hard,1225
8629,What is 79 * 4?,Easy,316
8630,What is 21 * 67?,Easy,1407
8631,What is 61 * 90?,Easy,5490
8632,What is 41 + 100?,Medium,141
8633,What is 74 * 47?,Medium,3478
8634,What is 78 - 7?,Easy,71
8635,What is 46 - 35?,Hard,11
8636,What is 60 * 45?,Medium,2700
8637,What is the square root of 8?,Medium,Not a perfect square
8638,What is 74 - 96?,Hard,-22
8639,What is 67 + 41?,Easy,108
8640,What is 76 squared?,Medium,5776
8641,What is 68 * 6?,Hard,408
8642,What is 84 * 17?,Hard,1428
8643,What is 70 * 56?,Easy,3920
8644,What is 29 + 27?,Hard,56
8645,What is 99 * 27?,Easy,2673
8646,What is 23 - 13?,Easy,10
8647,What is 37 * 34?,Medium,1258
8648,What is 76 - 90?,Medium,-14
8649,What is 12 + 61?,Medium,73
8650,What is 40 squared?,Hard,1600
8651,What is the square root of 15?,Easy,Not a perfect square
8652,What is 92 squared?,Medium,8464
8653,What is 22 squared?,Hard,484
8654,What is the square root of 83?,Easy,Not a perfect square
8655,What is 82 squared?,Medium,6724
8656,What is the square root of 59?,Easy,Not a perfect square
8657,What is the square root of 12?,Medium,Not a perfect square
8658,What is 37 * 84?,Hard,3108
8659,What is 17 - 23?,Hard,-6
8660,What is 18 * 58?,Easy,1044
8661,What is 5 * 94?,Hard,470
8662,What is 84 - 41?,Medium,43
8663,What is 29 - 38?,Hard,-9
8664,What is 100 * 13?,Easy,1300
8665,What is the square root of 93?,Hard,Not a perfect square
8666,What is 54 - 96?,Easy,-42
8667,What is 83 squared?,Easy,6889
8668,What is the square root of 68?,Hard,Not a perfect square
8669,What is 44 - 57?,Medium,-13
8670,What is 14 - 80?,Easy,-66
8671,What is 57 + 32?,Hard,89
8672,What is 53 + 69?,Medium,122
8673,What is 33 - 25?,Easy,8
8674,What is 15 + 9?,Easy,24
8675,What is the square root of 63?,Easy,Not a perfect square
8676,What is 25 * 64?,Hard,1600
8677,What is 17 - 71?,Hard,-54
8678,What is 34 * 34?,Easy,1156
8679,What is 91 + 32?,Hard,123
8680,What is 71 + 72?,Hard,143
8681,What is 65 squared?,Medium,4225
8682,What is 14 squared?,Easy,196
8683,What is the square root of 38?,Medium,Not a perfect square
8684,What is 7 + 18?,Hard,25
8685,What is 40 - 58?,Hard,-18
8686,What is 33 + 41?,Easy,74
8687,What is 21 squared?,Medium,441
8688,What is 32 + 54?,Easy,86
8689,What is the square root of 60?,Medium,Not a perfect square
8690,What is 18 - 13?,Easy,5
8691,What is 52 squared?,Medium,2704
8692,What is 48 - 90?,Easy,-42
8693,What is the square root of 46?,Easy,Not a perfect square
8694,What is 40 + 16?,Hard,56
8695,What is the square root of 39?,Medium,Not a perfect square
8696,What is 75 - 74?,Medium,1
8697,What is 59 * 84?,Hard,4956
8698,What is 88 - 54?,Easy,34
8699,What is 97 - 7?,Medium,90
8700,What is 85 * 90?,Hard,7650
8701,What is 13 squared?,Hard,169
8702,What is 77 * 57?,Easy,4389
8703,What is 39 + 47?,Medium,86
8704,What is 36 * 89?,Hard,3204
8705,What is the square root of 14?,Hard,Not a perfect square
8706,What is 27 * 84?,Hard,2268
8707,What is 32 + 79?,Medium,111
8708,What is 86 + 45?,Hard,131
8709,What is the square root of 94?,Easy,Not a perfect square
8710,What is the square root of 87?,Hard,Not a perfect square
8711,What is the square root of 97?,Easy,Not a perfect square
8712,What is 36 - 22?,Medium,14
8713,What is 60 * 60?,Easy,3600
8714,What is the square root of 15?,Medium,Not a perfect square
8715,What is the square root of 21?,Hard,Not a perfect square
8716,What is 64 + 58?,Easy,122
8717,What is the square root of 33?,Medium,Not a perfect square
8718,What is 52 - 98?,Hard,-46
8719,What is 86 + 87?,Easy,173
8720,What is 8 - 31?,Easy,-23
8721,What is 34 + 82?,Medium,116
8722,What is 69 + 94?,Medium,163
8723,What is the square root of 27?,Hard,Not a perfect square
8724,What is 84 squared?,Easy,7056
8725,What is 72 + 76?,Easy,148
8726,What is the square root of 8?,Medium,Not a perfect square
8727,What is 24 + 56?,Easy,80
8728,What is 68 * 18?,Medium,1224
8729,What is the square root of 34?,Easy,Not a perfect square
8730,What is 31 - 59?,Medium,-28
8731,What is 60 squared?,Hard,3600
8732,What is 21 - 39?,Hard,-18
8733,What is the square root of 32?,Medium,Not a perfect square
8734,What is 32 * 48?,Medium,1536
8735,What is 7 * 12?,Easy,84
8736,What is 50 squared?,Easy,2500
8737,What is 40 squared?,Easy,1600
8738,What is the square root of 60?,Easy,Not a perfect square
8739,What is the square root of 70?,Easy,Not a perfect square
8740,What is 38 * 47?,Hard,1786
8741,What is 98 * 78?,Easy,7644
8742,What is 36 squared?,Hard,1296
8743,What is 6 - 59?,Easy,-53
8744,What is 37 - 78?,Medium,-41
8745,What is 11 + 81?,Hard,92
8746,What is 52 + 36?,Easy,88
8747,What is 90 + 88?,Easy,178
8748,What is the square root of 50?,Hard,Not a perfect square
8749,What is 55 - 43?,Hard,12
8750,What is 56 + 79?,Hard,135
8751,What is 12 - 21?,Medium,-9
8752,What is 33 * 13?,Hard,429
8753,What is 31 + 27?,Medium,58
8754,What is 13 squared?,Hard,169
8755,What is 60 * 49?,Medium,2940
8756,What is the square root of 70?,Hard,Not a perfect square
8757,What is 49 squared?,Medium,2401
8758,What is 22 * 42?,Easy,924
8759,What is 65 * 82?,Easy,5330
8760,What is the square root of 83?,Medium,Not a perfect square
8761,What is 70 squared?,Easy,4900
8762,What is 77 squared?,Easy,5929
8763,What is the square root of 89?,Hard,Not a perfect square
8764,What is the square root of 50?,Easy,Not a perfect square
8765,What is 71 squared?,Hard,5041
8766,What is 47 * 52?,Medium,2444
8767,What is the square root of 22?,Medium,Not a perfect square
8768,What is 34 squared?,Medium,1156
8769,What is 89 - 35?,Hard,54
8770,What is 67 - 62?,Easy,5
8771,What is 77 - 13?,Medium,64
8772,What is 90 - 20?,Easy,70
8773,What is 43 squared?,Easy,1849
8774,What is 88 * 84?,Hard,7392
8775,What is 43 squared?,Medium,1849
8776,What is 87 * 66?,Easy,5742
8777,What is 19 * 13?,Hard,247
8778,What is 60 * 81?,Hard,4860
8779,What is 87 squared?,Easy,7569
8780,What is the square root of 15?,Easy,Not a perfect square
8781,What is 8 squared?,Easy,64
8782,What is 59 squared?,Easy,3481
8783,What is 41 - 51?,Easy,-10
8784,What is 29 squared?,Medium,841
8785,What is 72 * 22?,Hard,1584
8786,What is 38 squared?,Hard,1444
8787,What is 27 + 64?,Medium,91
8788,What is 81 * 88?,Medium,7128
8789,What is the square root of 41?,Hard,Not a perfect square
8790,What is 22 - 71?,Medium,-49
8791,What is the square root of 61?,Hard,Not a perfect square
8792,What is the square root of 29?,Easy,Not a perfect square
8793,What is the square root of 64?,Hard,8
8794,What is the square root of 5?,Medium,Not a perfect square
8795,What is 58 + 95?,Medium,153
8796,What is 5 + 96?,Easy,101
8797,What is 77 - 82?,Hard,-5
8798,What is 67 * 76?,Easy,5092
8799,What is 48 squared?,Easy,2304
8800,What is 10 squared?,Hard,100
8801,What is 1 - 16?,Easy,-15
8802,What is 37 - 18?,Easy,19
8803,What is 51 * 41?,Hard,2091
8804,What is the square root of 86?,Medium,Not a perfect square
8805,What is 87 + 82?,Easy,169
8806,What is 39 * 1?,Easy,39
8807,What is 61 - 11?,Medium,50
8808,What is 8 + 63?,Medium,71
8809,What is 44 - 71?,Medium,-27
8810,What is 38 * 45?,Medium,1710
8811,What is 76 + 60?,Medium,136
8812,What is 66 squared?,Hard,4356
8813,What is 82 + 56?,Hard,138
8814,What is 58 * 17?,Medium,986
8815,What is the square root of 81?,Easy,9
8816,What is 63 * 64?,Hard,4032
8817,What is 41 + 95?,Medium,136
8818,What is the square root of 82?,Easy,Not a perfect square
8819,What is the square root of 55?,Medium,Not a perfect square
8820,What is the square root of 46?,Hard,Not a perfect square
8821,What is 82 * 75?,Hard,6150
8822,What is 73 * 51?,Hard,3723
8823,What is 20 * 24?,Medium,480
8824,What is 68 * 10?,Easy,680
8825,What is the square root of 34?,Hard,Not a perfect square
8826,What is 74 + 33?,Easy,107
8827,What is 18 * 71?,Easy,1278
8828,What is 75 - 87?,Medium,-12
8829,What is 44 - 85?,Medium,-41
8830,What is the square root of 76?,Easy,Not a perfect square
8831,What is the square root of 37?,Hard,Not a perfect square
8832,What is the square root of 47?,Hard,Not a perfect square
8833,What is 75 - 19?,Hard,56
8834,What is 68 + 1?,Hard,69
8835,What is 30 + 19?,Easy,49
8836,What is 99 * 59?,Medium,5841
8837,What is 46 squared?,Easy,2116
8838,What is 85 + 65?,Hard,150
8839,What is 37 - 99?,Medium,-62
8840,What is the square root of 88?,Hard,Not a perfect square
8841,What is 44 squared?,Hard,1936
8842,What is 38 * 25?,Medium,950
8843,What is the square root of 74?,Hard,Not a perfect square
8844,What is 4 + 99?,Easy,103
8845,What is 75 - 86?,Medium,-11
8846,What is 76 + 39?,Hard,115
8847,What is 21 + 23?,Medium,44
8848,What is 24 - 100?,Hard,-76
8849,What is 94 - 32?,Hard,62
8850,What is the square root of 17?,Easy,Not a perfect square
8851,What is 55 squared?,Hard,3025
